Temperature_C,Heart_Rate_BPM,Vomiting,Diarrhea,Lethargy,Pain_Vocalization,Pale_Gums,Seizure,Abdominal_Distension,Urgency_Level
38.5,75,0,0,0,0,0,0,0,0
39.9,82,0,0,1,0,0,0,0,1
39.2,67,1,0,1,0,0,0,0,1
39.6,99,0,0,1,0,0,0,0,0
38.2,86,0,0,0,0,0,0,0,0
38.7,66,1,1,1,0,0,0,0,1
39.7,107,0,0,0,0,0,0,0,0
39.2,74,0,0,0,0,0,0,0,0
37.8,134,0,1,1,0,0,0,0,0
38.4,133,1,0,0,0,0,0,0,0
38.0,95,0,0,0,0,0,0,0,0
39.3,77,0,0,0,0,0,0,0,0
39.9,118,0,0,0,0,0,0,0,1
36.9,95,1,1,0,0,0,0,0,2
39.8,102,0,0,0,0,0,0,0,1
39.3,113,1,0,1,0,0,0,0,1
38.8,99,0,0,1,0,0,0,0,0
38.8,80,0,0,1,0,1,0,0,2
39.5,81,1,1,0,0,0,0,0,1
38.4,109,0,1,1,0,0,0,0,0
39.3,102,0,1,1,0,0,0,0,0
39.9,157,0,1,1,0,0,0,0,1
38.3,105,0,0,1,0,0,0,0,0
38.9,68,0,1,0,0,0,0,0,0
38.2,134,0,0,0,0,0,0,1,2
39.1,72,0,0,0,0,0,0,0,0
39.3,105,0,0,0,0,0,0,0,0
38.1,114,0,0,1,0,0,0,0,0
37.8,122,0,0,0,0,0,0,0,0
40.3,117,1,0,0,0,0,0,0,1
38.3,111,0,0,0,0,0,1,0,2
38.9,79,0,0,0,0,0,0,1,2
39.2,118,0,1,0,0,0,0,0,0
38.8,123,0,0,0,0,0,0,0,0
38.8,131,0,1,0,0,0,0,0,0
38.3,86,0,0,0,0,0,0,0,0
37.3,65,1,0,0,0,1,0,0,2
37.1,110,0,0,0,1,0,0,0,1
38.6,49,1,0,0,0,0,0,0,0
39.4,94,0,0,0,0,0,0,0,0
36.8,120,0,0,0,0,0,0,0,2
37.0,120,0,1,1,0,1,0,0,2
37.2,65,0,0,1,0,0,0,0,0
39.5,83,0,0,0,0,1,0,0,2
37.6,49,1,1,1,0,0,0,0,1
37.8,93,0,0,0,0,0,0,0,0
37.4,105,0,0,1,1,0,0,0,1
38.3,79,0,0,0,0,0,0,0,0
36.9,126,0,0,0,1,0,0,0,2
38.4,162,0,0,0,1,0,0,0,1
40.1,110,0,1,0,0,0,0,0,1
39.3,150,0,0,0,0,0,0,0,0
39.6,116,1,0,0,1,0,0,0,1
39.8,104,0,0,0,0,0,0,0,1
39.1,117,0,0,1,0,0,1,0,2
40.5,106,0,0,1,0,0,0,0,1
37.6,121,0,0,0,0,0,0,0,0
40.1,69,0,0,0,0,0,0,0,1
39.9,80,1,0,1,0,0,0,0,1
37.5,28,0,1,0,1,0,0,0,1
37.9,79,1,0,0,0,0,0,0,0
37.8,124,0,0,1,0,0,0,0,0
39.3,77,0,0,0,1,0,0,0,1
38.9,77,0,0,1,1,0,0,0,1
38.2,76,1,0,1,1,0,0,1,2
39.1,86,0,1,1,0,0,0,0,0
39.0,99,1,1,1,0,0,0,0,1
38.4,75,0,0,1,0,0,0,0,0
38.5,79,1,1,1,1,0,0,0,1
38.1,142,0,1,1,0,1,0,0,2
38.7,119,0,0,1,0,0,0,0,0
38.0,69,1,0,0,0,0,0,0,0
38.8,159,0,0,1,0,0,0,0,0
38.2,111,1,0,0,0,0,0,0,0
39.1,113,0,1,0,0,0,0,0,0
39.6,108,1,0,0,1,0,0,0,1
39.6,61,1,0,0,0,0,0,0,0
37.9,102,1,0,0,0,0,0,0,0
38.2,130,0,0,0,0,1,0,1,2
36.9,90,1,0,1,0,0,0,0,2
38.3,75,0,0,1,1,0,0,0,1
38.4,75,0,1,0,0,0,0,0,0
39.3,98,0,0,1,1,0,0,0,1
38.1,119,0,1,0,0,0,0,0,0
38.6,149,0,0,1,0,0,0,0,0
38.9,63,1,0,0,0,0,0,0,0
38.5,86,0,0,0,0,0,0,0,0
38.3,100,0,1,0,0,0,0,0,0
38.5,115,1,0,1,0,0,0,0,1
39.3,73,0,0,1,0,0,0,0,0
38.9,71,0,0,0,1,0,0,0,1
38.5,90,0,1,0,0,0,0,0,0
38.3,91,0,0,0,1,0,0,0,1
38.6,110,1,0,0,0,0,0,0,0
38.4,110,1,1,0,0,0,0,0,1
39.4,114,0,0,1,0,0,0,0,0
39.1,125,1,0,1,1,0,0,0,1
38.9,88,0,0,0,0,0,0,0,0
38.8,89,0,0,0,0,0,0,0,0
39.1,107,1,0,1,0,0,0,0,1
39.4,87,0,0,1,0,0,0,0,0
37.7,110,0,0,0,0,0,0,0,0
38.8,109,0,0,0,0,0,0,0,0
39.2,80,1,0,1,0,0,0,0,1
36.7,81,0,1,0,0,0,0,0,2
38.6,120,0,0,1,0,0,0,0,0
40.4,111,0,0,0,0,0,1,0,2
37.8,70,0,0,1,0,0,0,0,0
39.3,109,0,0,0,0,0,0,0,0
40.3,83,0,0,1,0,0,1,0,2
39.4,78,0,1,0,0,0,0,0,0
38.6,70,0,0,1,0,0,0,0,0
39.2,135,1,0,0,0,0,0,0,0
38.7,97,0,1,1,0,0,0,0,0
38.8,117,0,1,1,0,0,0,0,0
37.0,113,0,0,0,1,0,0,0,1
40.0,91,0,1,0,0,0,0,0,1
38.2,90,0,0,0,1,0,1,0,2
38.9,123,1,0,0,1,0,0,0,1
39.4,101,0,0,0,0,0,0,0,0
38.3,124,0,0,1,0,0,0,0,0
39.6,91,0,0,0,0,0,0,0,0
38.3,78,0,0,1,0,0,0,0,0
38.5,114,0,0,0,0,0,0,0,0
38.7,131,0,0,0,0,0,0,0,0
38.8,52,0,1,1,0,1,0,0,2
39.8,136,0,0,0,0,0,0,0,1
37.0,69,0,1,1,0,0,0,0,0
38.5,82,1,0,0,0,0,0,0,0
37.9,96,0,0,1,0,0,0,0,0
39.0,115,0,0,1,0,0,0,0,0
39.3,116,0,0,1,0,1,0,0,2
37.8,101,0,0,1,0,0,0,0,0
38.5,107,1,0,0,0,0,0,0,0
39.0,75,1,0,0,0,0,0,0,0
39.1,76,0,0,0,1,0,0,0,1
38.5,64,0,0,1,1,0,0,0,1
38.8,42,0,0,0,0,0,0,0,0
38.4,120,0,1,0,0,0,0,0,0
38.1,90,0,1,1,0,0,0,0,0
38.0,106,0,0,1,0,0,0,0,0
40.3,85,0,0,0,0,0,0,0,1
39.3,96,0,0,1,0,0,0,0,0
37.4,65,1,0,1,0,0,0,0,1
38.0,135,0,0,0,0,0,0,0,0
39.5,118,0,1,0,1,0,0,0,1
38.8,117,0,1,1,1,0,0,0,1
39.0,75,0,0,1,0,0,0,0,0
37.5,117,0,1,0,0,0,0,0,0
38.1,104,0,0,1,0,0,0,0,0
38.3,47,0,0,0,1,0,0,0,1
38.2,148,0,0,1,0,0,0,0,0
40.0,127,1,1,0,0,0,0,0,1
37.5,76,1,0,0,0,0,0,0,0
39.9,118,0,0,0,0,0,0,0,1
38.3,102,0,1,1,0,0,0,0,0
38.5,116,0,0,0,0,1,0,0,2
36.9,87,0,1,0,1,0,0,0,2
39.8,80,1,0,1,0,0,0,0,1
39.0,81,0,1,0,0,0,0,0,0
37.5,112,0,1,1,0,0,0,0,0
40.9,73,1,0,1,0,0,0,0,2
40.4,74,0,0,0,0,0,0,0,1
38.9,115,0,0,0,0,0,0,0,0
37.8,116,0,0,0,0,0,0,0,0
39.2,104,0,1,0,0,0,0,0,0
39.6,109,0,0,1,1,0,0,0,1
37.7,88,0,0,0,0,0,0,0,0
39.7,69,0,0,0,0,0,0,0,0
38.2,95,1,1,1,0,0,0,0,1
38.7,116,0,1,1,0,0,0,0,0
38.8,87,0,0,0,0,0,0,0,0
38.6,84,0,0,1,0,0,0,0,0
39.0,127,0,1,0,0,0,0,0,0
37.1,96,0,0,1,0,0,0,0,0
37.6,85,0,0,1,0,0,0,0,0
39.0,101,1,1,0,0,0,0,0,1
38.2,87,1,0,0,0,0,0,0,0
39.5,87,1,0,0,0,0,0,0,0
37.8,71,0,0,0,0,0,0,0,0
38.0,83,1,0,0,0,0,0,0,0
38.7,110,0,0,1,0,0,0,0,0
36.9,110,0,0,1,0,0,0,0,2
37.4,104,1,0,0,1,0,0,0,1
37.3,80,0,1,1,0,0,0,0,0
38.1,117,0,1,0,0,0,0,0,0
39.1,101,1,0,0,0,1,0,0,2
38.4,105,1,0,1,0,0,0,0,1
37.9,47,0,0,0,0,1,0,0,2
38.4,73,0,0,0,0,0,0,0,0
39.1,137,1,0,0,0,0,0,0,0
38.5,101,0,0,0,0,1,0,0,2
38.4,117,0,0,1,0,0,0,0,0
37.1,62,1,0,0,0,0,0,0,0
39.2,81,1,0,0,0,0,0,0,0
37.5,126,0,0,1,0,0,0,0,0
38.5,110,0,0,1,0,0,0,0,0
38.3,72,0,0,0,0,0,0,0,0
40.0,112,1,0,0,1,0,0,0,1
38.7,150,1,0,0,0,0,0,0,0
38.7,32,1,0,1,0,0,0,0,1
38.1,44,1,0,1,1,0,0,0,1
37.8,91,0,0,1,0,1,0,0,2
40.4,85,0,0,0,0,0,1,0,2
39.1,63,0,0,1,0,0,0,0,0
39.2,115,0,1,1,0,1,0,0,2
37.5,87,0,0,1,0,0,0,0,0
37.2,129,0,0,0,0,0,0,0,0
38.2,50,1,0,0,0,0,0,0,0
38.6,103,0,0,0,0,0,0,0,0
39.2,91,0,0,0,0,0,0,0,0
39.2,63,0,0,0,0,0,0,0,0
39.4,88,1,0,0,0,0,0,0,0
39.1,79,0,0,0,0,0,0,0,0
37.6,115,0,0,1,0,0,0,0,0
39.1,100,1,1,1,0,0,0,0,1
37.4,67,0,0,0,0,0,0,0,0
38.6,139,0,1,0,0,0,0,0,0
38.9,73,1,0,0,0,1,0,0,2
38.9,90,0,0,0,0,0,0,0,0
38.0,96,0,0,1,0,0,0,0,0
38.7,113,0,0,0,0,0,0,0,0
39.1,132,0,1,1,0,0,0,0,0
37.6,104,0,1,1,0,0,0,0,0
38.4,63,0,0,1,0,0,0,0,0
40.2,94,0,0,1,1,0,0,0,1
39.2,77,0,0,1,0,0,0,0,0
39.8,116,0,0,0,0,0,0,0,1
37.9,137,1,1,0,0,0,0,0,1
38.0,119,0,0,1,0,0,0,0,0
40.1,87,0,0,0,0,0,0,0,1
37.6,48,0,1,1,0,0,0,0,0
39.3,98,0,0,0,0,1,0,0,2
38.9,103,0,0,1,0,0,0,0,0
39.6,116,0,0,0,0,0,0,0,0
38.2,90,0,0,0,0,0,0,0,0
40.0,112,0,0,0,0,1,0,0,2
38.1,110,0,0,1,0,0,0,0,0
37.3,85,0,0,0,0,0,0,0,0
38.0,76,0,1,0,0,0,0,1,2
36.7,74,1,0,0,0,0,0,0,2
38.6,77,0,1,0,0,0,0,0,0
39.1,128,1,0,1,1,0,0,0,1
37.6,103,0,1,0,0,0,0,0,0
40.5,95,0,0,0,0,0,0,0,1
38.1,119,1,0,1,0,0,0,1,2
39.5,86,0,0,0,0,0,0,0,0
39.0,106,1,0,0,0,0,0,0,0
39.1,85,0,1,0,0,0,0,0,0
38.3,83,0,0,0,0,0,0,0,0
37.9,116,0,0,0,0,1,0,0,2
39.0,158,0,1,0,0,0,0,0,0
38.1,85,1,0,0,0,0,0,0,0
37.5,100,1,0,1,0,0,0,0,1
39.1,79,1,1,1,0,0,0,0,1
39.3,110,0,0,0,0,0,0,0,0
38.0,113,0,0,0,0,0,0,0,0
38.5,114,0,0,0,0,0,0,0,0
38.3,114,0,0,0,0,0,0,0,0
38.5,156,0,0,1,0,0,0,0,0
39.2,95,1,0,0,0,0,0,0,0
38.6,110,0,1,1,0,0,0,0,0
39.0,80,0,0,0,0,0,0,0,0
39.2,106,0,0,1,0,0,0,0,0
39.6,114,0,0,1,0,0,0,0,0
38.1,101,0,0,1,0,0,0,0,0
39.8,88,0,0,1,0,0,0,0,1
38.9,72,0,0,1,0,0,0,0,0
39.0,92,0,0,1,0,0,0,0,0
40.2,102,0,0,1,0,0,0,0,1
39.2,96,0,0,0,0,0,0,0,0
38.8,81,0,0,1,1,0,0,0,1
38.7,145,0,0,0,0,1,0,0,2
37.3,88,0,1,1,0,0,0,0,0
40.7,133,0,1,0,0,0,0,0,2
38.2,143,0,0,1,0,0,0,0,0
39.5,109,0,0,1,0,0,0,0,0
38.3,128,1,0,1,0,0,0,0,1
39.5,138,0,1,1,0,1,0,0,2
38.9,95,0,1,1,0,0,0,0,0
39.4,109,1,0,0,0,0,0,0,0
39.1,109,1,0,1,0,0,0,0,1
38.9,76,0,1,0,0,0,0,0,0
38.5,99,0,0,1,0,0,0,0,0
38.6,111,1,0,0,0,0,0,0,0
37.9,129,0,0,0,0,0,0,0,0
37.8,106,0,1,0,0,0,0,0,0
38.3,103,1,0,0,0,0,0,0,0
39.6,82,0,0,1,0,0,0,0,0
39.6,97,0,0,1,0,0,0,0,0
39.0,130,1,0,0,0,0,0,0,0
38.3,67,0,0,1,0,0,0,0,0
38.3,131,0,0,0,0,0,0,0,0
38.4,105,1,0,0,0,0,0,0,0
37.8,119,0,0,1,0,0,0,0,0
38.9,93,0,0,1,0,1,0,0,2
39.4,72,0,0,0,0,0,0,0,0
39.4,104,0,0,0,0,0,0,0,0
39.2,35,0,0,1,0,0,0,0,0
38.9,115,0,1,0,0,1,0,0,2
39.5,70,0,0,1,0,0,0,0,0
39.5,98,0,1,0,1,0,0,0,1
38.0,92,0,0,0,0,0,0,0,0
39.3,130,0,0,0,0,1,0,0,2
39.3,101,0,0,0,0,0,0,0,0
38.6,95,0,1,1,0,0,0,0,0
39.0,95,1,0,0,0,0,0,0,0
37.7,95,1,0,1,0,0,0,0,1
39.3,60,0,0,0,0,0,0,0,0
38.5,120,1,0,1,0,0,0,0,1
36.3,76,0,0,1,1,0,0,0,2
37.4,100,0,0,1,0,0,0,0,0
37.0,117,1,0,1,0,0,0,0,1
38.8,85,1,0,1,0,0,0,0,1
37.7,74,1,0,1,0,0,0,0,1
38.6,88,1,1,1,0,0,0,0,1
39.2,140,0,0,0,0,0,0,0,0
39.3,133,0,1,0,0,0,0,0,0
38.7,120,0,0,0,0,0,0,0,0
38.9,78,0,1,0,0,0,1,0,2
39.0,105,1,0,0,0,0,0,0,0
39.0,87,1,0,0,0,0,0,0,0
39.2,107,0,0,0,0,0,0,0,0
40.6,119,1,0,1,0,0,0,0,2
38.8,129,0,0,1,0,0,0,0,0
38.9,104,0,0,0,0,1,0,0,2
40.0,67,0,0,1,0,0,0,0,1
38.5,12,0,1,1,1,0,0,0,1
39.5,120,0,1,0,0,0,0,0,0
38.4,76,1,0,0,0,0,0,0,0
38.6,85,0,0,1,0,0,0,0,0
37.3,75,0,0,1,0,0,0,1,2
36.3,57,1,0,0,0,0,0,0,2
39.3,100,1,1,1,0,0,0,0,1
39.5,90,1,0,0,0,0,0,0,0
39.5,75,0,1,1,0,0,0,0,0
38.6,83,0,1,0,0,0,0,0,0
39.1,83,0,0,1,0,0,0,0,0
38.2,100,0,0,1,0,0,0,0,0
37.5,119,0,1,0,0,0,0,0,0
37.7,47,0,1,0,1,0,0,0,1
39.7,102,1,0,1,0,0,0,0,1
38.3,129,1,0,1,0,0,0,0,1
38.8,112,0,0,1,0,0,0,0,0
39.3,73,1,1,1,0,0,0,0,1
38.1,88,0,0,0,0,0,0,0,0
37.5,67,1,0,0,0,0,0,0,0
37.9,124,0,1,0,0,0,0,0,0
38.4,119,1,0,0,0,0,0,0,0
38.8,121,0,1,1,0,0,0,0,0
37.1,67,0,0,1,0,0,0,0,0
39.2,114,1,0,1,0,0,0,0,1
38.4,93,1,0,0,0,0,0,0,0
39.3,107,0,0,0,0,0,0,0,0
38.4,118,0,1,0,0,1,0,0,2
39.4,69,0,1,0,0,0,0,0,0
38.2,72,0,0,0,0,0,0,0,0
37.1,129,0,1,0,0,0,0,0,0
38.4,124,0,0,1,0,1,0,0,2
37.6,76,0,0,0,0,0,0,0,0
38.2,139,1,0,0,0,0,0,0,0
40.0,84,0,0,0,0,0,0,0,1
38.8,106,0,0,0,0,0,0,0,0
37.5,64,0,0,0,0,0,0,0,0
38.6,88,1,1,1,0,0,0,0,1
39.2,91,0,0,0,0,0,0,0,0
38.8,93,0,0,0,0,0,0,0,0
38.5,124,0,0,0,1,0,0,0,1
37.9,138,0,0,1,0,0,0,1,2
38.9,137,0,0,1,0,0,0,0,0
37.2,105,0,0,0,0,0,0,0,0
36.4,99,1,1,0,0,0,0,0,2
37.9,124,0,0,0,0,0,0,0,0
37.6,144,0,0,0,0,0,0,0,0
39.1,70,0,0,1,0,1,0,0,2
40.1,54,1,0,0,0,0,0,0,1
38.0,111,1,0,1,0,0,0,0,1
38.8,139,0,0,1,1,0,0,1,2
39.6,93,0,0,1,0,0,0,0,0
38.1,58,0,0,1,1,1,0,0,2
39.6,115,1,0,1,0,0,0,0,1
39.2,101,0,1,0,0,0,0,0,0
39.0,71,0,1,0,0,0,0,0,0
39.0,83,1,1,1,0,0,0,0,1
37.7,69,0,1,0,0,0,0,0,0
38.4,92,0,0,1,0,0,0,0,0
39.3,80,1,0,1,1,0,0,0,1
38.9,140,0,0,1,0,0,0,0,0
38.9,99,0,0,1,0,0,0,0,0
38.3,105,0,0,0,1,0,0,0,1
38.5,118,0,0,1,0,0,0,0,0
40.1,77,0,0,1,1,0,0,0,1
37.2,71,1,0,0,0,0,0,0,0
39.5,123,0,0,0,0,0,0,0,0
38.9,77,0,0,0,0,0,0,0,0
37.9,43,0,0,1,0,0,0,0,0
39.5,107,0,0,1,0,0,0,0,0
37.5,105,0,0,0,0,0,0,0,0
38.8,126,1,0,0,0,0,0,0,0
38.5,118,0,0,1,1,0,0,0,1
38.2,77,1,0,0,0,0,0,0,0
40.0,106,0,0,1,0,0,0,0,1
40.1,92,0,0,1,0,0,0,0,1
38.3,120,0,1,0,0,0,0,0,0
39.1,102,0,1,0,0,0,0,0,0
38.7,119,0,0,1,0,0,0,0,0
38.4,70,0,0,0,0,0,0,0,0
39.0,112,0,0,0,0,0,0,0,0
38.6,88,0,1,0,0,0,0,0,0
39.0,92,0,0,0,0,0,0,0,0
39.4,102,0,0,1,0,0,0,0,0
38.1,90,1,0,0,0,0,0,0,0
39.0,103,0,1,1,0,0,0,0,0
39.9,111,1,1,0,0,1,0,0,2
38.9,83,1,0,0,0,0,0,0,0
38.0,97,0,0,1,0,0,0,0,0
38.3,109,0,0,1,0,0,0,0,0
40.0,109,0,0,1,0,0,0,0,1
38.7,75,0,0,1,0,0,0,0,0
38.2,93,1,1,0,0,0,0,0,1
37.5,110,0,0,0,0,0,0,0,0
38.5,61,0,0,0,0,0,0,0,0
38.2,133,0,0,0,0,0,0,0,0
38.4,90,0,0,1,0,0,0,0,0
39.2,112,1,0,0,0,0,0,0,0
39.0,103,0,0,1,0,0,0,0,0
38.4,92,1,0,0,0,0,0,0,0
38.7,34,1,0,0,0,0,0,0,0
38.6,89,0,0,0,0,0,0,0,0
38.4,90,0,0,0,0,0,0,0,0
38.7,108,0,0,0,1,0,0,0,1
38.2,94,1,0,1,0,0,0,0,1
38.7,135,0,0,1,0,0,0,0,0
37.8,140,0,0,0,0,0,0,0,0
38.9,139,0,0,0,0,0,0,0,0
37.5,96,0,0,0,0,0,0,0,0
40.2,72,0,0,0,0,0,0,0,1
38.4,127,0,0,0,0,0,0,0,0
38.6,55,0,0,0,0,0,0,0,0
37.9,66,1,0,1,1,0,0,0,1
38.2,75,0,0,1,0,0,0,0,0
36.6,118,1,1,0,0,0,0,0,2
38.0,39,0,0,0,0,0,0,0,0
39.8,125,0,0,1,0,0,0,0,1
39.5,88,0,0,1,0,0,0,0,0
39.0,122,0,0,1,0,0,0,0,0
38.5,50,0,0,0,0,0,0,0,0
37.6,109,1,0,0,0,0,0,0,0
39.1,97,1,1,1,0,0,0,0,1
38.5,127,0,1,0,0,0,0,0,0
38.5,132,0,0,1,0,0,0,0,0
40.0,94,0,0,0,0,0,0,0,1
37.9,102,0,0,0,0,0,0,0,0
39.5,110,0,1,0,0,0,0,0,0
39.7,167,0,0,0,0,0,0,0,1
38.5,136,0,1,1,0,0,0,0,0
38.4,136,0,0,1,0,0,0,0,0
39.8,89,0,0,0,0,0,0,0,1
39.1,107,1,0,0,0,0,0,0,0
40.1,113,0,1,0,0,0,0,0,1
37.0,81,0,1,1,0,0,0,0,0
38.5,74,0,1,0,0,0,0,0,0
37.8,80,0,0,0,0,1,0,0,2
39.2,93,0,0,0,0,0,0,0,0
37.6,113,0,0,0,0,0,0,0,0
37.7,95,0,0,0,0,0,0,0,0
38.6,112,0,0,0,0,0,0,0,0
37.8,88,0,0,1,0,0,0,0,0
40.1,67,0,0,0,0,0,0,0,1
38.5,85,1,0,0,0,0,0,0,0
35.9,71,0,1,0,1,0,0,0,2
38.5,142,0,0,0,0,0,0,0,0
38.3,123,0,0,1,0,0,0,0,0
39.1,88,1,0,0,0,0,0,0,0
39.2,98,0,1,1,0,0,0,0,0
37.8,156,0,1,0,1,0,0,0,1
37.9,170,0,1,1,1,0,0,0,1
40.0,117,0,0,1,0,0,0,0,1
39.6,77,0,0,0,0,0,0,0,0
39.0,88,0,0,1,1,0,0,0,1
39.8,127,0,0,1,0,0,0,0,1
38.1,96,1,0,1,0,0,0,0,1
38.0,104,1,0,1,1,0,0,0,1
37.3,77,0,0,1,0,0,0,0,0
38.4,104,0,0,0,1,0,0,0,1
39.7,67,0,0,0,0,0,0,0,0
39.4,116,1,1,0,0,0,0,0,1
38.5,68,0,0,1,0,0,0,0,0
38.7,70,0,0,1,0,0,0,0,0
37.6,121,0,1,0,0,0,0,0,0
40.1,74,0,0,1,0,0,0,0,1
38.8,128,0,0,0,0,0,0,0,0
38.6,64,0,0,0,0,0,0,0,0
38.5,126,1,0,0,0,1,0,0,2
38.7,111,0,1,1,0,0,0,0,0
39.0,72,1,0,1,0,0,0,0,1
39.0,69,0,0,0,0,0,0,0,0
38.8,104,0,0,1,0,0,0,0,0
38.9,125,0,0,0,0,0,0,0,0
38.4,110,0,0,1,0,0,0,0,0
39.5,82,0,0,0,1,0,0,0,1
36.9,65,1,1,1,0,0,0,0,2
38.1,125,0,1,1,0,0,0,0,0
39.5,95,0,0,0,0,0,0,0,0
38.5,90,0,0,1,0,0,0,0,0
39.9,54,1,0,0,1,0,0,0,1
37.6,124,0,0,0,0,0,0,0,0
39.1,77,0,0,0,0,0,0,0,0
38.0,48,0,0,1,0,0,0,0,0
37.9,65,0,0,0,0,0,0,0,0
37.9,91,1,1,0,0,0,0,0,1
39.9,78,0,0,1,0,0,0,0,1
39.3,167,0,0,0,0,0,0,0,1
37.5,71,0,1,1,0,0,0,0,0
38.3,87,1,0,1,0,0,0,0,1
40.0,73,0,0,0,0,0,0,0,1
39.4,92,0,0,1,0,0,0,0,0
38.0,95,0,0,0,0,0,0,0,0
38.6,99,0,0,0,0,0,0,0,0
38.3,78,0,0,0,0,0,0,0,0
38.8,107,0,0,1,0,0,0,0,0
38.6,124,1,0,0,0,0,0,0,0
38.5,113,0,0,1,0,0,0,0,0
39.0,75,1,1,1,0,0,0,0,1
39.6,113,0,0,0,0,0,0,0,0
37.6,124,1,0,1,0,0,0,0,1
37.6,129,0,0,1,0,0,0,0,0
39.0,111,0,0,0,0,0,0,0,0
38.7,136,1,0,0,0,0,0,0,0
38.3,95,0,1,1,0,0,0,0,0
38.2,97,0,0,1,1,0,0,0,1
38.8,102,0,1,1,0,0,0,0,0
38.2,133,0,1,0,0,0,0,0,0
38.1,79,0,0,0,0,0,0,0,0
38.6,80,0,0,0,0,0,0,0,0
37.8,141,1,0,1,1,0,0,0,1
38.5,98,1,0,0,0,0,0,0,0
38.8,111,1,0,0,0,0,0,0,0
39.3,143,1,0,0,0,0,0,0,0
38.7,69,1,0,0,0,0,0,0,0
36.5,123,0,0,1,0,0,0,0,2
38.6,25,0,0,0,0,0,0,0,0
38.0,80,0,0,0,0,0,0,0,0
38.4,113,1,1,0,0,0,0,0,1
37.9,82,0,0,0,0,0,0,0,0
37.6,115,1,0,1,0,0,0,0,1
38.5,99,0,0,1,0,0,0,0,0
39.5,119,1,0,0,0,0,0,0,0
38.6,110,1,0,1,0,0,0,0,1
38.4,112,1,0,0,0,0,0,0,0
37.7,113,0,0,1,0,0,0,1,2
39.4,87,0,0,0,0,0,0,0,0
38.2,119,1,0,0,0,0,0,0,0
38.1,79,0,0,0,0,0,0,0,0
38.7,86,0,1,0,0,0,0,0,0
39.3,90,1,1,1,0,0,0,0,1
39.4,60,0,1,0,0,0,0,0,0
37.4,107,0,0,1,0,0,0,0,0
37.6,79,1,0,1,1,0,0,0,1
37.7,77,0,0,0,0,0,0,0,0
38.8,98,1,0,1,0,0,0,0,1
37.3,66,0,0,1,0,0,0,0,0
37.8,161,0,0,0,1,0,0,0,1
38.9,109,0,0,0,0,0,0,0,0
39.5,166,0,0,1,0,0,0,0,1
38.8,118,0,0,1,0,0,0,0,0
38.6,81,0,0,0,0,0,0,0,0
38.0,56,1,1,0,0,0,0,0,1
39.0,117,0,0,0,0,0,0,0,0
38.3,88,0,0,0,0,0,0,0,0
38.8,66,0,0,0,0,0,0,0,0
40.3,61,0,1,0,1,0,0,0,1
38.3,68,1,0,0,0,0,0,0,0
37.1,137,0,0,0,0,0,0,0,0
39.8,90,0,0,1,0,0,0,0,1
38.4,107,0,1,0,1,0,0,0,1
39.1,112,0,0,0,1,0,0,0,1
40.1,74,0,1,1,0,0,0,0,1
40.1,139,1,0,0,0,0,0,0,1
38.5,109,0,0,0,0,0,0,0,0
39.5,93,1,0,1,1,0,0,1,2
38.4,101,0,0,0,0,0,0,0,0
39.4,97,0,0,1,0,0,0,0,0
39.2,67,0,0,1,1,0,0,0,1
38.4,140,0,0,1,0,0,0,0,0
38.3,43,0,1,1,0,1,0,0,2
38.6,115,1,0,0,0,0,0,0,0
39.6,89,1,0,0,0,0,0,0,0
38.7,80,0,1,0,0,0,0,0,0
37.7,110,0,0,0,0,0,0,0,0
39.7,97,0,0,1,0,0,0,0,0
38.9,109,0,0,0,0,0,0,0,0
38.2,78,0,0,0,0,0,1,1,2
38.6,50,0,0,1,1,0,0,0,1
38.9,101,0,0,1,0,0,0,0,0
39.2,72,1,0,1,0,0,0,0,1
39.6,86,1,0,0,0,0,0,0,0
37.7,66,0,1,0,0,1,0,0,2
38.4,84,0,0,1,0,0,0,0,0
38.9,127,0,0,0,0,0,0,0,0
39.3,83,0,0,1,1,0,0,0,1
37.5,72,1,0,0,1,0,0,0,1
39.0,129,0,1,1,0,0,0,0,0
37.9,102,0,0,0,0,0,0,0,0
37.5,88,1,0,0,0,0,0,0,0
37.8,59,0,0,1,0,0,0,0,0
38.8,100,1,1,1,0,0,0,0,1
38.4,58,0,0,1,0,0,0,0,0
38.7,53,0,1,1,0,0,0,0,0
38.0,82,0,0,1,0,0,0,0,0
38.5,55,1,1,0,0,0,0,0,1
37.3,63,0,0,0,0,0,0,0,0
38.5,114,1,0,1,0,0,0,0,1
38.8,110,0,1,1,0,0,0,0,0
38.7,99,1,0,0,0,0,0,0,0
38.7,119,0,0,1,0,0,0,0,0
38.7,98,1,0,0,0,0,0,1,2
38.5,105,0,0,0,0,0,0,0,0
39.6,107,0,0,0,0,0,0,0,0
38.5,109,0,1,1,0,0,0,0,0
38.4,80,0,0,0,0,0,0,0,0
37.8,78,1,1,0,0,0,0,0,1
37.7,110,0,0,0,0,0,0,0,0
38.3,97,1,0,0,0,0,0,0,0
37.2,131,0,0,0,0,0,0,0,0
37.7,161,1,0,1,0,0,0,0,1
38.6,127,0,0,0,0,0,0,0,0
38.7,97,0,1,0,1,1,0,0,2
37.9,128,0,0,1,0,0,0,0,0
37.7,100,0,0,0,1,1,0,0,2
38.9,106,1,1,1,0,0,0,0,1
38.7,132,0,0,0,0,1,0,0,2
